messageText,pre_sum,Tar_sum,rouge1,rouge2,rougeL
"❄️🎿❄️⛷️❄️🛷❄️⛷️❄️🎿❄️\n\nДля подростков и студентов до 25 лет с 1 декабря будет доступен билет snow25 ☃️\n\nЧто это такое? \n\nЭто акция от SBB, которая позволяет тебе купить билет до места горнолыжного курорта с любой точки Швейцарии и обратно и скипасс (проездной на подъемники) на этот день за 25/35/45 франков в зависимости от местоположения (и спроса) курорта. \n\nТо есть имея свою горнолыжную экипировку, вы можете покататься день на лыжах/борде всего за 25 франков ☃️\n\nКонечно, мало у кого есть с собой лыжи/сноуборд – арендовать можно как внизу подъемника (выходило ~70 франков на человека: ботинки, лыжи, шлем, очки), так и в условном decatlon на сезон (говорят так дешевле, но не пробовал). \n\nТрассы и склоны в Швейцарии очень хорошего качества, а за такую цену никто никогда тут точно не катался)\n\nСпасибо @puchkovki",Швейцарська компанія SBB оголосила про акції для подорожей на лыжах/сноубордах в Швейцарії за 25/35/45 франків - для подростків і студентів. ,"С 1 декабря в Швейцарии начнется акция snow25, которая позволяет подростков и студентов до 25 лет покататься день на лыжах/борде всего за 25/35/5 франков. Что это означает?",0.4,0.25,0.4
"ЧАСТЬ 2. БИЛЕТЫ на 1 ПОЕЗДКУ и 1 ДЕНЬ\nЗдесь перечислены самые популярные билеты, полная информация на сайте https://www.zvv.ch/zvv/de/abos-und-tickets/tickets.html\n\n🚎 Einzelbillette, Билет на 1 поездку\n\nБилет действует в течение 0.5-2 часов (в зависимости от количества включенных в него зон).\n\nЦены: https://www.zvv.ch/zvv/de/abos-und-tickets/tickets/einzelbillette-und-mehrfartenkarten.html\n\n🚎 24h-Ticket, Билет на 24 часа\n\nБилет действует в течение 24 часов. Он стоит в 2 раза дороже, чем билет на 1 поездку, так что его можно покупать для поездок туда-обратно.\n\nЦены: https://www.zvv.ch/zvv/de/abos-und-tickets/tickets/24h-tickets-und-multi-24h-tickets.html\n\n🚎 Multikarte, Мультикарта\n\nМультикарта - это 6 одинаковых билетов на одной карточке. Перед каждой поездкой нужно прокомпостировать карту в билетном автомате на остановке.\n \nМультикарта стоит немного дешевле, чем 6 отдельных билетов. Можно покупать ее, если вы периодически ездите по одному маршруту, например, пару раз в месяц ездите из вашего gemeinde в Цюрих.\n\nЦены: https://www.zvv.ch/zvv/de/abos-und-tickets/tickets/multikarten.html\n\n🚎 9-Uhr-Tagespass, Дневная карта после 9 утра\n\nБилет действует на всю сеть ZVV с 9 утра до 5 утра следующего дня. Стоит немного дешевле, чем билет на всю сеть на 24 часа. Есть также мультикарта на 6 таких билетов.\n\nЦены: https://www.zvv.ch/zvv/de/abos-und-tickets/tickets/9-uhr-tagespass-und-multikarte.html\n\n🚎 Anschlussbillette, Стыковочный билет\nРасширяет зону действия действующего билета или проездного.\n\nНапример, у вас есть проездной по Цюриху (двойная зона 110), а вы хотите съездить в Винтертур (двойная зона 120, проезд через зоны 121 и 122), тогда вместо билета на 6 зон вам нужно купить стыковочный билет на 4 зоны.\n\nЦены: https://www.zvv.ch/zvv/de/abos-und-tickets/tickets/anschlussbillette.html",ЧАСТЬ 1 - Билет на 1 поїздку і 1 день - ЧАСТЬ 2 - Билет на 1 поїздку і 1 день - ЧАСТЬ 3 - БИЛЕТ на 1 поїздку и 1 день - ЧАСТЬ,В этом списке мы собрали самые популярные билеты на поездку и 1 дня. Предлагаем вам ответить на этот вопрос. Сколько стоит билет на билет? Что означает это для вас? ВВС Украина рассказывает о самых популярных билетах в стране.,0.19999999999999998,0.0,0.19999999999999998
"Summary of press conference held by Canton Zurich authorities on 12 July \n\nℹ️ 10’400 people with Status S registered in canton Zurich. 70% are women and girls. Around 2’300 are of compulsory school age. \n\n🏡 Most of the refugees are accommodated privately and this is a great challenge for municipalities.\n\n🪪 Mr. Kündig said, that it is important NOT to create 2️⃣types of protection seekers in Switzerland 🇨🇭. It is call on the SEM to find the way to defuse this potential tension. \n\n🏢 In the city Zurich around 2‘000 people have status S. Most of them accommodated privately. It is important for the City to make the host family relationships sustainable. \n\n🛏 “Container and tent settlements are a possibility” - different variants are considered by the City Zurich and will be further communicated late summer. \n\n🇺🇦 Return assistance in Canton Zurich: canton pays 500 CHF per person towards the return journey, with a max. 2000 CHF for families. \n\nThe protection status expires next March. “You have to think about this early on”, Mr. Fehr said. Those who can stay must be discussed. But those who have a job can certainly stay. \n\nSource: 20 Minuten","Officials of the City of Zurich повідомили, що 70% of the settlements, where 70% of the refugees, 70% of них of compulsory age, 70% of них of compulsory age.","Swiss Secretary of State for Migration (SEM) Angela Kілін has urged the chief executive of the City of Zurich, Peter Fehr, to find a way to defuse the tension between refugees and those with protection status.",0.29508196721311475,0.13559322033898305,0.22950819672131148
"CAMPAX: how it is working?\n \n 1. The refugees will certainly be registered first by the State Secretariat for Migration (SEM). After that, we can refer the people arriving from Ukraine to you. Campax and the Swiss Refugee Agency (SFH) work closely together on this. In Zurich we have already started on Monday with the distribution to private accommodations. In Bern we will start on Saturday, in all other regions from Monday.\n\n 2. Usually, we first organize a get-to-know-you meeting before we definitely bring guests and host families together. In the current situation this will not be possible as too many people are arriving in Switzerland at the same time. Our common goal is to act quickly and unbureaucratically so that the arrivals do not have to endure unnecessarily long waiting periods after the hardships of their flight.\n\n 3. In due time there will be a contract between host:in and refugees. This contract will serve the security of the respective persons, clarify the rights and duties of the parties involved, contain a special regulation in case a rent is charged and regulate the possibility to dissolve the agreement as well as its duration. We will inform you as soon as possible about the details and the framework and keep you updated.\n\n 4. We are also in the process of setting up a consultation for host families so that you will have sufficient guidance and answers to your questions. It is important for us that this agreement is first and foremost a help to the refugees and gives them and you security. It is not meant to agree on a quid pro quo.\n \nThe most important thing at the moment is that the refugees can be placed as quickly as possible and have a roof over their heads. On our website we have published FAQ (frequently asked questions), which we update continuously. You can find them here. Refugee Aid also has detailed answers to frequently asked questions on their website.\nAnita  \nCampax\n \nCAMPAX: как это работает?\n \n1. Беженцы сначала будут зарегистрированы Государственным секретариатом по миграции (ГСМ). После этого Campax направляет людей к принимающим семьямю прибывающих из Украины. Campax и Швейцарское агентство по делам беженцев (SFH) тесно сотрудничают в этом вопросе. В Цюрихе мы уже начали в понедельник распределение по частным квартирам. В Берне мы начнем в субботу, а во всех остальных регионах - с понедельника.\n\n2. Обычно мы сначала организуем встречу для знакомства, а затем уже собираем вместе гостей и принимающие семьи. В нынешней ситуации это невозможно, так как слишком много людей прибывает в Швейцарию в одно и то же время. Наша общая цель - действовать быстро и без бюрократических проволочек, чтобы прибывшие не испытывали неоправданно долгих периодов ожидания после тяжелого перелета.\n\n3. Будет заключен договор между принимающей стороной и беженцами. Этот договор будет служить безопасности соответствующих лиц, разъяснять права и обязанности участвующих сторон, содержать специальное положение на случай взимания арендной платы и регулировать возможность расторжения договора, а также срок его действия. Мы проинформируем вас как можно скорее о деталях и рамках и будем держать вас в курсе событий.\n\n4. Мы также находимся в процессе создания консультации для принимающих семей, чтобы у людей было достаточно рекомендаций и ответов на все вопросы. Для нас важно, чтобы это соглашение в первую очередь помогло беженцам и обеспечило им и вам безопасность. Оно не направлено на достижение договоренности ""услуга за услугу"".\n \nСамое главное на данный момент - это чтобы беженцы были размещены как можно быстрее и имели крышу над головой. На нашем сайте мы опубликовали FAQ (часто задаваемые вопросы), которые мы постоянно обновляем. На сайте организации Refugee Aid также есть подробные ответы на часто задаваемые вопросы.",Where is the arrival of the Ukrainians? What is the challenge? What is the challenge? What is the challenge? What is the challenge? What is the challenge? What is the challenge? What is the challenge? What is the challenge?,"In our series of letters from African journalists, Anita Campax explains how it is working with refugees arriving in Switzerland from Ukraine. Here is a guide to how the partnership between the two agencys works and what it takes to help them.",0.1728395061728395,0.0,0.14814814814814817
"‼️реєстрація закрита‼️\n\nЦЮРІХ СІТІ ТРИАТЛОН\nшукає помічників з четверга, 23 червня по понеділок, 27 червня.\nЇм також потрібні помічники зі знанням української / російської мови, а також англійської / німецької мови, які можуть перекладати і допомагати з організацією на місці.\nЯкщо ви хочете взяти участь у цій події та провести час разом з чудовими людьми, будь ласка, зареєструйтесь у формі за посиланням:\nhttps://forms.office.com/r/1aapk4KmyS\nДопомога буде компенсована 40 CHF на добу.\nОдним з найважливіших завдань є закріплення бігового і велосипедного маршруту, де треба буде керувати перехожими і спортсменами. Решта завдань знаходяться на лузі біля фінішу.\nЗ четверга по суботу відбувається будівництво майданчика і з вечора неділі по понеділок його знову демонтують. Тому помічники, які підтримують нас у ці дні, повинні бути в змозі фізично справитися, але ми можемо використовувати будь-яку підтримку.\nДіти до 16 тільки з батьками!","У неділю, 23 червня, відбудеться відкриття нового майданчика для бігового і велосипедного марафону, щоб підтримати перехожих і перехожих на велосипедному майданчику.","Для тих, хто хоче взяти участь у спортивній події Цюріх сіті тріатлон, який має відбутися у п'ятницю, 23 червня, потрібні помічники.",1.0,0.0,1.0
"Друзья, может вы знаете, кого-то кому нужно:      События, происходящие сейчас, меняют,  травмируют многих из нас. Текущие процессы мало поддаются контролю, но, тем не менее, мы можем:\n- прожить травмирующие события,\n- найти внутренние и внешние опоры,\n- сориентироваться в текущей ситуации,\n- и определиться, что делать дальше. \nМы, группа психологов, консультантов, терапевтов, объединились, чтобы оказать поддержку тем, кто в ней нуждается.  Нас пока немного, но мы очень хотим помочь.\nМы предлагаем бесплатную психологическую помощь в разных форматах. Возможны индивидуальные встречи и участие в терапевтических группах.\nНа данный момент, встречи с психологами планируются онлайн.\nЕсли вы хотите принять участие в группах и\или обратиться к психологу, пожалуйста, напишите нам, мы соединим вас со специалистом. В сообщении укажите, какой формат вам был бы ближе: индивидуальные или групповые встречи и ту информацию, которую вы считаете важным сообщить о себе.\n\nВы можете написать нам в Telegram:\n@Elenaoks\n@Oksana_Dolgova\nили на электронный адрес - zurichhelps@gmail.com","Группа психологів, консультантів, терапевтів, консультантів, терапевтів, консультантів, терапевтів об'єдналася, щоб допомогти людям, які страждають від травм.","В этом блоге мы рассказываем о том, как мы можем помочь тем, кто нуждается в тяжелых ситуациях и что нужно делать дальше - с помощью психологов в разных форматах, включая групповые встречи.",0.0,0.0,0.0
"UPDATE AS OF 19.03: the shop isn’t doing it anymore! \n\n‼️‼️‼️обновление на 19.03: магазин прекратил эту акцию и предоставляет лишь 20% скидку ‼️‼️‼️\n\nСеть магазинов Tally Weijl устроили акцию: каждый украинский беженец может получить набор бесплатной одежды на человека. \n\n👗Условия получения одежды: \nможно взять одежду на 30 франков при условии наличия миграционной карты\n\nМы, конечно, помним, что наличие бесплатной одежды можно варьироваться от магазина к магазину, но вот вам локации магазина в Цюрихе: \n\n🚩 Zurich HB (вокзал Цюриха)\nhttps://goo.gl/maps/fsU5js8EdVwo9sDNA\n\n\n🚩 Банхофштрассе \nhttps://goo.gl/maps/dt5xBPEMrephcyVv7\n\n🚩 Зилсити\nhttps://goo.gl/maps/qT16Y3YUwwWoVyWt5\n\n\nИ ссылка на новость от самого магазина. \n\nБерегите себя!\n\nTALLY WEiJL has offered for Ukrainian refugees to receive one free outfit in their stores. Offering varies from location to location, but it’s worth sharing. \n\nInformation obtained from the company’s social media post.","Магазин Tally WeiJL в Цюрихе оголосив про нову скидку на одежу на человека, а також пропонує 20% скидку на одежду на человека.","Магазин Tally Weijl в Цюрихе прекратил акцию для украинских беженцев, которые можно получить набор бесплатной одежды на человека. Акции проходят уже более двух недель, но продавцы не дают скидку.",0.8,0.6666666666666666,0.8
"Refugees from Ukraine can use Swiss public transport for free until the end of May\n\nSimple, single solution for the whole of Switzerland\nThe Alliance SwissPass is very keen to put in place a simple, single solution for all domestic travel within Switzerland. In agreement with the SEM, the sector organisation has now decided that refugees who are taken in will be able to use public transport in Switzerland in 2nd class on all journeys within the travel pass network. Journeys outside the travel pass network and travel by 1st class are to be paid for at the usual rate. The following travel passes are valid:\n 1 The permit issued for those with the “S” protection status;\n 2 Temporary permits that are valid until the final “S” permit has been obtained;\n 3 The application for a temporary protection status permit (“S status”)\nFor travel to and through Switzerland, the current solution continues to apply.\n\nUkrainian 🇺🇦 \n\nБіженці з України можуть безкоштовно користуватися громадським транспортом Швейцарії до кінця травня\n\nПросте єдине рішення для всієї Швейцарії\n Alliance SwissPass дуже прагне запровадити просте єдине рішення для всіх внутрішніх подорожей у межах Швейцарії.  За погодженням із SEM, секторальна організація вирішила, що біженці, яких приймуть, зможуть користуватися громадським транспортом у Швейцарії 2-м класом під час усіх поїздок у межах мережі проїзних проїзних.  Поїздки за межі мережі проїзних проїзних та проїзд 1 класом оплачуються за звичайним тарифом.  Дійсними є такі проїзні перепустки:\n\n Дозвіл, виданий особам зі статусом захисту «S»;\n Тимчасові дозволи, які діють до отримання остаточного дозволу «S»;\n Заява про надання дозволу на тимчасовий статус захисту («S status»)\n Для подорожей до та через Швейцарію поточне рішення продовжує застосовуватися.\n\nhttps://www.allianceswisspass.ch/de/tarife-vorschriften/tarifmassnahmen/Fluechtende-aus-der-Ukraine-duerfen-Schweizer-oeV-gratis-nutzen#:~:text=Im%20Zusammenhang%20mit%20dem%20Krieg,der%20Schweiz%20oder%20die%20Durchreise","Урядова організація Швейцарії вирішила запровадити просте єдине рішення для всіх внутрішніх подорожей у межах Швейцарії. За погодженням із SEM, секторальна організація вирішила запровадити просте єдине рішення для всіх внутрішніх подорожей.","Українська служба Бі-Бі-Сі оприлюднила останню інформацію про біженців з України, які зможуть безкоштовно користуватися громадським транспортом Швейцарії до кінця травня.",0.0,0.0,0.0
"Дорогие друзья! \n\nМы (волонтерская группа, занимающаяся встречей украинских беженцев на Zürich HB), ищем новых волонтёров. Сейчас наших волонтеров не всегда хватает на постоянное дежурство на вокзале, и нам нужна поддержка новых участников. Даже если у вас есть возможность помочь всего на час раз в неделю, это будет очень ценно.\n\nПочему это важно?\n\nВокзал — первое место контакта беженцев со Швейцарией. Люди приезжают растерянные и уставшие, и им очень важно, чтобы кто-то мог с ними поговорить на одном языке и ответить на многочисленные вопросы. \n\nЧто мы делаем?\n \nСообщаем приехавшим актуальную информацию, оказываем моральную поддержку, помогаем социальным службам с распределением к месту ночлега и раздачей еды, оформляем транзитным пассажирам билеты, отвечаем на вопросы об оформлении документов, жилье, социальной помощи. \n\nЧто нужно уметь?\n\nГоворить хотя бы на одном языке из каждой пары: украинский/русский, немецкий/английский.\n \nЕсли вы готовы помочь, пожалуйста, напишите @aelphy, и он добавит вас в волонтерский телеграм-чат. Все подробности расскажем, выдадим методичку, на вопросы ответим.","У Швейцарії на вокзалі Zchurrich - Швейцарія - волонтерська группа, занимающася встречей українських беженців, які приезжають в Швейцарію.","В этом блоге мы рассказываем о том, как работают волонтеры, принимающие участие в встрече украинских беженцев на Швейцарском вокзале. Что нужно для того, чтобы помочь новым участникам?",0.0,0.0,0.0
"3️⃣-2️⃣-1️⃣-🍁Осень🍂\n\n🚂Путешествуйте 🚞по всей Швейцарии 🇨🇭с проездным на 4️⃣ дня по специальной цене 139 франков (2-й класс).  \n\nПредложение будет доступно для бронирования с 19 сентября 2022.\n\nУсловия: \n\n❇️неограниченное количество поездок 2️⃣ классом по Швейцарии (зона действия GA Travelcard) на поезде, автобусе и лодке в течение четырех дней подряд всего за 139 франков (34,75 франка в день).\n\n❇️Этот проездной действителен только вместе с Half Fare Travelcard (Halbtax) или пробным проездным Half Fare Travelcard (Halbtax).\n\n❇️Этот проездной можно приобрести через приложение SBB Mobile, на SBB.ch, во многих автоматах по продаже билетов и в большинстве точек продажи общественного транспорта с 19 сентября по 31 октября 2022 года.\n\n❇️ Можно использовать до 3 мая 2023 г. (последняя возможная дата начала действия — 30 апреля 2023)\n\n ❇️Дату поездки необходимо указать при покупке.",Швейцарська служба подорожей (SBB Mobile) оголосила про початок продажу проїздних поїздок в течію четирьох дней подряд за 139 франків (за 139 франків).,"В этом списке мы собрали лучшие новости о поездках в Швейцарии и других странах мира, которые можно увидеть на этой неделе. Предлагаем вам проездные на четыре дня по специальной цене 139 франков (2-й класс).",0.3333333333333333,0.0,0.3333333333333333
"Друзья, может вы знаете, кого-то кому нужно:      События, происходящие сейчас, меняют,  травмируют многих из нас. Текущие процессы мало поддаются контролю, но, тем не менее, мы можем:\n- прожить травмирующие события,\n- найти внутренние и внешние опоры,\n- сориентироваться в текущей ситуации,\n- и определиться, что делать дальше. \nМы, группа психологов, консультантов, терапевтов, объединились, чтобы оказать поддержку тем, кто в ней нуждается.  Нас пока немного, но мы очень хотим помочь.\nМы предлагаем бесплатную психологическую помощь в разных форматах. Возможны индивидуальные встречи и участие в терапевтических группах.\nНа данный момент, встречи с психологами планируются онлайн.\nЕсли вы хотите принять участие в группах и\или обратиться к психологу, пожалуйста, напишите нам, мы соединим вас со специалистом. В сообщении укажите, какой формат вам был бы ближе: индивидуальные или групповые встречи и ту информацию, которую вы считаете важным сообщить о себе.\n\nВы можете написать нам в Telegram:\n@Elenaoks\n@Oksana_Dolgova\nили на электронный адрес - zurichhelps@gmail.com","Группа психологів, консультантів, терапевтів, консультантів, терапевтів, консультантів, терапевтів об'єдналася, щоб допомогти людям, які страждають від травм.","В этом блоге мы рассказываем о том, как мы можем помочь тем, кто нуждается в тяжелых ситуациях и что нужно делать дальше - с помощью психологов в разных форматах, включая групповые встречи.",0.0,0.0,0.0
"Центр выдачи гуманитарной помощи Zurich helps Ukraine в Цюрихе ждёт вас 11 июня. \n\n‼️Предварительная регистрация обязательна. Ссылка на регистрацию будет на нашем канале сегодня. \n\n🚨 С 1 июня проезд стал платным для некоторых наших волонтёров, с этим связано следующее нововведение: \n\n📢Каждая группа предметов помощи будет стоить символически 1 франк📢 \n\nНапример, 3 предмета гигиены, которые вам необходимы - это 1 франк, который будет потрачен на билет для волонтера. Или памперсы и влажные салфетки для ребёнка - это тоже 1 франк, который даст возможность другому человеку вам помогать. \n\nℹ️ И, что важно, в этот раз вы сможете по желанию получить 2 пакета гигиены (6 предметов) в одни руки. \n \nДо встречи в субботу!","Для волонтерів, які хочуть допомогти врятувати своїх друзів і брати участь у благодійному марафоні в Цюрихе, ви будете отримати пакети гуманитарної допомоги в одній рукі.","С 1 июня проезд стал платным для некоторых волонтеров Центр выдачи гуманитарной помощи Zurich helps Ukraine, с этим связано следующее нововведение: 1 франк будет стоить символически 1 francк.",0.0,0.0,0.0
"‼️Правила регистрации на получение гуманитарной помощи 7 мая в Цюрихе, по адресу Maneggstrasse 17, 8041, Zurich\n\n✅ Регистрация будет по ссылке, которая будет доступна на канале Zurich helps Ukraine: https://t.me/zh_helps_ukraine  в пятницу, 6 мая, в 14.00. \n\n✅ Количество мест ограничено до 200. Поставлен лимит по ссылке и как только это количество людей зарегистрируется, регистрация будет невозможна. \n\nЕсли мы получим дополнительные пожертвование завтра, возможно мы сделаем дополнительную регистрацию. Будем действовать по ситуации. \n\n✅Регистрация именная. Вы не можете «передавать» своё место родственникам, знакомым, соседям или кому вам хочется. Если вам не нужна помощь, вы не регистрируетесь и помощь получит тот, кому эта помощь нужна. \n\nМы будем проверять украинский паспорт при входе. \n\n✅Важно: вводите правильно своё имя, фамилию и электронный адрес. Перед тем как писать в чат, проверьте папку СПАМ \n\n✅Кто последние два раза регистрировался на выдачу помощи от Zurich helps Ukraine и не приходил, к сожалению, в этот раз приглашён не будет. \n\nВопросы задавайте сейчас, если вдруг что-то ещё не понятно. И, пожалуйста, наберитесь терпения 🙏 все зарегистрированные получат приглашения и время завтра вечером. \n\nЧто у нас есть и чего нет, опубликуем завтра в обед.","У пятницю, 6 мая, в центрі Цюриха зарегистрирували на видачу гуманитарної допомоги, а також на отримання гуманитарної допомоги, а також на отримання гуманитарної допомоги.","Правила регистрации на получение гуманитарной помощи 7 мая в Цюрихе, по адресу Maneggstrasse 17, 8041, будет доступна на канале Zurich helps Ukraine в пятницу, 6 мая, в 14:00.",0.18181818181818182,0.0,0.18181818181818182
"Для тех, кто подавал на позицию в UZH и в принципе тем, кто ищет работу. Очень хороший фидбек, о том, как в Швейцарии подают свои резюме (от hiring manager, которая изначально и разместила позицию):\n\nOver the last few days, I've been receiving applications for research assistant jobs. I would like to summarise several issues of the application package that reduce a candidate's chances. Many of these are applicable also outside of academia:\n\n🔴 You need to send all documents required by the job posting. If you do not have some of them, describe shortly why a particular document is missing and whether you will be able to provide it later. Otherwise, your application is not complete and most likely will not be considered at all.\n\n🔴 Follow the requirements for document length. If the resume is max. 3 pages, then it should be so. Otherwise, one might think that you are inattentive.\n\n🔴 If the job specifies to whom the documents should be addressed to, then refer exactly to this person or group of persons in the greeting. Only if it doesn’t, you can use 'To whom it may concern' or similar.\n\nFrom personal experience: I am managing the project and recruiting for the project team (and written in the first place in the job description). Together with a (male) colleague (of the same academic level) who is involved in the project, we receive and review applications. It puzzles me when the greeting is addressed to my colleague only. In the best case I think the applicant is inattentive; in the worst case I think they have some gender bias. What would you choose?\n\n🔴 Follow the guideline on how you should submit your application. I posted the position on many resources, some allow users send documents to an employer. My job posting  states that the application should be submitted via email though. The chance that documents sent through the wrong channel will be considered is low.\n\n🔴 Trivial, but: your cover letter and resume should be modified to show you fit the position, why you are interested in it and how you want to contribute.\n\n🔴 Almost a deadly sin: mixing up the employer's name you are applying to - most likely happens when standard letters are sent out.\n\n🔴 Errors in the text, grammatical or spelling errors, double spaces or other ""stray"" punctuation marks. We all make mistakes, but even if the job language is native to you,  proofread your documents. If it's not your native language, all the more so. It could be a professional proofreading service or just your friends or colleagues you trust.\n\n🔴 Visual messiness: documents should look clean and well-structured. You don't need fancy fonts or colorful, creative templates. Simplicity and neatness.\n\n🔴 If you have publications in a foreign language and you send your list of publications to places where this language is certainly not understood - translate the publication list and indicate the language of the original.\n\n🔴 If you are asked for scans of documents (for example, diplomas), then do not send their photos (especially on couches or with manicures in the picture). There are now many apps that make a neat document out of a photo - use them.\n\nI hope that these tips will be useful.","У Швейцарії розміщують свої резюме для тих, хто подає на позицию в UZH, а також для тих, хто подає на позицию в UZH.","In our series of letters from African journalists, Zeinab Murray looks at how the recruitment process in Швейцарии is handled. Here, he explains why the application package doesn't always be a priority.",0.0,0.0,0.0
"🇩🇪Онлайн курс немецкого\n\nВсем Привет! Меня зовут Настя, я переводчик-синхронист и преподаватель немецкого и английского языка. У меня есть курс для изучения немецкого с нуля. Он, правда от 2019 года и я уже не успею его обновить, но и в немецком языке с тех пор не много, чего изменилось =)\n\nКурс будет проходить полностью в Телеграм, от участников нужно:\n1) доступ в телеграм\n2) ручка, бумага (опционально)\n3) с понедельник по пятницу 20-40 минут времени в день на немецкий(если что, можно выделять в день несколько раз по 10-15 минут)\n\nЧто нас ждет: ежедневные занятия - 5 раз в неделю, аудио- видео- и текстовые материалы, домашние задания. \n\nПолный курс продлится 3 месяца и мы сможем дойти до уровня А2-В1, то есть освоим всю базу для свободной коммуникации.\n\nЯ еще не поняла (так как ситуация не стандартная), как организовать работу по разбору домашек, а тем более - выстраивания произношения, будем ориентироваться на местности, в зависимости от того, сколько будет участников.\n\nБуду рада видеть всех желающих. Присоединиться можно по ссылке ниже, организационная информация - завтра. В понедельник стартуем саму программу курса. \nДо встречи!\n\nhttps://t.me/+QGFRHfCRPLNiOWMy","У понеділок стартує курс німецького і англійського. Курс пройде в Телеграмі, а в понеділок - в Телеграмі, а в пятницю - в Телеграмі.","Курс немецкого и английского языка с нуля начнется в понедельник по пятницу 20-40 минут в день. ВВС Украина собрала для вас лучшие новости о том, что будет происходить в этой неделе, а также об этом - в обзоре Би-би-си.",0.0,0.0,0.0
"‼️ВАЖЛИВО‼️\n\nОсоби, які бажають відмовитися від статусу захисту в Швейцарії (тобто відкликати заяву на отримання статусу захисту в Швейцарії, або скасувати вже наданий статус захисту), мають можливість подати свою відмову в письмовій формі, з датою та підписом, на нижче вказану адресу – ‼️з зазначенням відповідного номера N (див. ст. 79 пп. b Закон про біж.):\n\nStaatssekretariat für Migration SEM\nQuellenweg 6\n3003 Bern-Wabern\n\nSEM перевірить заяву про відмову, після чого оголосить про відміну  статусу захисту S. \n\nТаким чином на відповідних осіб більше не поширюватиметься Закон про біженців, а поширюватимуться положення для іноземців загалом.\n\nЯкщо місце проживання вже зареєстровано, слід також зняти реєстрацію в муніципалітеті за місцем проживання.\n\nДжерело: SEM",Швейцарський міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний міжнародний,"Швейцарія оголосила про скасування статусу захисту для іноземців, які відмовляються від цієї країни. Про це йдеться у повідомленні, яке оприлюднив міністр закордонних справ Німеччини Мартін Шредер.",0.0,0.0,0.0
"‼️🐕🐈‍⬛ БЕСПЛАТНЫЙ КОРМ для домашних животных украинских беженцев в избранных магазинах Fressnapf. Теперь, помимо бесплатного стартового пакета, в 13 магазинах Fressnapf появился ""ПИЩЕВОЙ УГОЛОК"", где украинские беженцы могут получить бесплатный корм для своих собак и кошек. \n\nКампания была запущена Швейцарской защитой животных STS совместно с Fressnapf. Корм пожертвован компаниями PURINA и MARS. \n\nFOOD CORNER открыт с понедельника по пятницу с 9 до 11 часов утра в следующих магазинах: \nВ кантоне Цюрих: Bülach, Wädenswil, Affoltern am Albis.\n\nВ других кантонах: Wohlen AG, Rickenbach bei Wil SG, Baar ZG, Schwyz, Frauenfeld TG, Martigny VS, Conthey VS, Ittigen BE, Basel, Dierikon LU. (Ежедневно выдается максимум 2 пакета продуктов на человека. \n\nНеобходимым условием является наличие действующего удостоверения личности со статусом S. Только пока есть запасы!)\n\nСайт программы: http://tierschutz.com/ukraine/\n\nИсточник: https://t.me/helppetsfromukraine/79","Швейцарська защита животних FOOD CORNER оголосила про початок продажу нового пакета для домашніх собак і кошек, які можуть отримати безплатний стартовий пакет.","В Швейцарии открылись магазины для домашних животных, где украинские беженцы могут получить бесплатный стартовый пакет. Это первый подобный случай в истории европейских производителей продуктов.",0.0,0.0,0.0
